id,user_id,video_id,time
4362,3125,7739,3/10/15 9:13 AM
4363,1725,7945,3/13/15 11:12 PM
4364,1534,5850,7/29/15 3:16 AM
4365,4872,9945,5/25/15 4:06 AM
4366,2023,7470,5/29/15 9:29 AM
4367,2134,960,10/29/14 9:10 AM
4368,4319,7999,9/4/14 5:14 AM
4369,4474,3177,1/17/15 10:35 PM
4370,4294,4975,3/16/14 8:02 AM
4371,1788,4895,1/5/15 6:30 PM
4372,1007,1039,12/22/15 3:32 PM
4373,4218,5259,12/15/15 9:49 AM
4374,2794,7950,4/13/15 10:13 PM
4375,2860,5205,12/31/14 7:14 PM
4376,3112,3347,7/8/14 3:56 AM
4377,3408,3400,8/24/15 4:40 AM
4378,4114,2080,2/8/15 7:06 AM
4379,2923,8836,10/30/15 7:14 PM
4380,683,2721,2/7/14 5:47 AM
4381,3521,4595,12/30/14 12:31 PM
4382,4941,963,8/11/14 8:50 AM
4383,1170,7983,2/28/14 9:25 PM
4384,2272,1764,5/8/14 8:28 PM
4385,3571,3082,8/6/15 3:54 AM
4386,1804,5687,2/22/14 8:24 AM
4387,544,7329,11/27/15 5:40 AM
4388,3910,3297,9/26/15 1:15 AM
4389,4245,5655,12/14/15 3:15 AM
4390,3441,7065,1/5/15 10:06 PM
4391,692,481,10/14/15 5:59 AM
4392,4478,9445,7/15/15 10:01 AM
4393,4797,3530,4/1/15 1:36 PM
4394,1125,9120,7/1/15 1:25 AM
4395,4519,6481,7/20/15 8:59 PM
4396,3559,5808,10/18/14 2:00 AM
4397,1338,8020,3/15/14 11:26 AM
4398,4448,606,12/8/14 10:14 AM
4399,1228,8333,9/27/14 5:03 AM
4400,2846,6581,10/26/15 7:58 AM
4401,4414,4620,3/25/14 8:32 AM
4402,1956,4317,3/16/14 10:44 AM
4403,28,6461,2/14/15 9:58 AM
4404,4972,3537,11/1/15 7:16 PM
4405,666,1208,5/31/15 11:26 PM
4406,3152,9207,7/19/15 11:08 AM
4407,3866,9132,6/17/14 10:57 PM
4408,2173,2981,11/10/15 7:56 AM
4409,380,4578,4/25/15 11:31 AM
4410,802,9014,11/30/15 8:41 AM
4411,68,5389,7/16/15 6:29 AM
4412,2247,6043,8/4/15 4:17 AM
4413,1147,2606,9/26/14 4:18 PM
4414,3591,7485,7/21/14 2:09 AM
4415,2596,9823,2/16/14 7:12 PM
4416,1079,9511,4/22/14 6:49 AM
4417,2595,6212,6/19/15 5:23 AM
4418,687,8361,9/3/14 5:23 PM
4419,340,7253,11/15/14 7:06 AM
4420,4938,8156,5/11/14 10:21 PM
4421,355,1080,9/25/14 9:04 AM
4422,4791,7286,7/4/15 3:13 PM
4423,1947,1998,7/25/14 7:48 AM
4424,3479,3477,12/29/15 5:36 AM
4425,3844,2515,1/3/15 6:15 PM
4426,1629,4026,11/5/15 6:58 PM
4427,2922,9996,2/9/15 5:32 AM
4428,377,5275,9/6/15 3:52 AM
4429,275,3692,10/16/14 10:32 PM
4430,2514,9250,10/18/15 9:29 AM
4431,3351,1409,2/27/14 1:35 PM
4432,4752,4203,10/19/15 2:35 AM
4433,2853,1518,10/28/14 3:07 PM
4434,3629,3191,5/28/15 11:03 PM
4435,4140,6950,9/2/15 10:12 AM
4436,3715,6875,12/29/15 12:16 PM
4437,3430,9196,3/17/15 4:13 PM
4438,423,8843,9/2/15 11:33 AM
4439,4482,9653,11/3/15 1:43 AM
4440,1777,3580,2/16/15 5:02 PM
4441,1115,1051,12/13/15 9:08 PM
4442,2514,9838,10/30/15 3:03 AM
4443,2061,2613,6/14/14 6:45 PM
4444,1368,9444,10/8/14 8:42 AM
4445,3992,4850,1/10/15 2:35 PM
4446,3159,6041,4/25/15 5:16 AM
4447,3164,4863,3/26/15 9:37 AM
4448,2997,2045,8/12/15 8:56 PM
4449,1304,3173,3/3/15 8:23 AM
4450,3895,2735,7/18/15 12:26 AM
4451,4783,4208,4/23/15 2:12 PM
4452,4298,3175,3/6/14 5:42 PM
4453,2312,3457,1/7/15 2:04 PM
4454,3299,6910,9/27/14 10:09 PM
4455,860,7252,11/22/15 3:54 PM
4456,783,2098,9/27/15 9:25 AM
4457,861,1886,12/17/15 3:29 PM
4458,2237,1031,2/14/15 5:54 AM
4459,3678,3031,9/27/14 5:56 PM
4460,119,8559,5/14/15 4:40 AM
4461,4094,4399,7/24/14 8:22 PM
4462,4530,8632,4/29/14 4:35 PM
4463,3594,3162,5/2/15 9:32 PM
4464,436,1328,8/15/15 11:09 AM
4465,4861,7402,6/1/14 10:23 AM
4466,2713,9676,9/19/15 1:14 AM
4467,2288,5125,4/29/14 11:01 PM
4468,2420,9344,11/4/15 10:43 PM
4469,941,9003,12/6/14 7:04 AM
4470,4414,5228,11/27/15 12:52 AM
4471,2462,7434,11/2/14 9:26 PM
4472,2633,1049,12/11/14 4:54 AM
4473,967,5242,10/15/14 4:35 AM
4474,2683,7720,7/27/14 8:32 PM
4475,1034,8142,1/3/15 7:29 AM
4476,3896,4395,7/19/14 5:38 AM
4477,2670,2709,12/24/14 11:09 PM
4478,2949,172,1/30/15 1:32 AM
4479,4067,598,10/23/14 2:11 PM
4480,3580,4689,9/26/14 8:03 PM
4481,2384,4061,12/13/14 3:06 PM
4482,608,1838,2/25/14 4:15 PM
4483,4735,293,2/25/15 7:33 AM
4484,2366,9140,2/24/15 10:12 PM
4485,986,671,2/20/14 8:11 PM
4486,1591,734,4/27/14 4:12 PM
4487,2938,3243,5/21/15 5:13 AM
4488,489,7453,7/1/15 2:48 AM
4489,3793,8163,5/12/14 7:38 AM
4490,4723,9108,7/20/15 4:09 AM
4491,1984,4013,4/2/15 6:38 PM
4492,1780,8330,6/26/14 12:50 AM
4493,2682,9618,11/18/15 11:27 AM
4494,3802,9099,1/31/14 3:44 PM
4495,2459,849,7/1/15 1:13 AM
4496,1353,6466,2/7/14 4:57 PM
4497,3901,2721,4/7/15 10:17 PM
4498,4902,7230,2/19/14 11:10 AM
4499,1885,3596,6/11/14 9:05 PM
4500,423,8480,2/4/14 12:01 PM
4501,3667,129,9/28/14 8:56 PM
4502,1223,3243,10/14/14 6:38 AM
4503,4382,318,10/20/14 4:11 PM
4504,2896,9252,3/9/14 3:42 PM
4505,4520,2032,11/11/15 4:17 PM
4506,4381,5947,3/6/14 3:11 AM
4507,4314,5051,3/28/15 8:25 PM
4508,1442,6965,10/12/15 6:10 AM
4509,4123,2152,7/30/14 6:38 AM
4510,2396,524,10/3/15 5:04 AM
4511,2340,4646,6/26/15 5:19 AM
4512,3971,243,12/31/15 2:06 PM
4513,393,2147,1/14/15 8:36 PM
4514,2751,1055,4/4/15 12:16 AM
4515,4284,5516,8/5/14 2:48 PM
4516,699,4035,7/21/14 10:20 AM
4517,4602,16,5/13/15 2:31 PM
4518,2382,7961,4/12/15 11:58 AM
4519,106,3851,1/2/15 7:40 PM
4520,3629,1451,2/11/14 9:38 AM
4521,2025,1852,12/7/14 11:25 PM
4522,3820,1402,5/31/15 3:07 AM
4523,2667,645,4/11/15 2:16 AM
4524,381,2711,6/8/15 8:48 AM
4525,145,8039,10/1/14 8:07 PM
4526,4591,5183,10/20/15 3:56 PM
4527,2732,1913,3/6/14 5:55 AM
4528,3603,8615,5/3/14 5:47 PM
4529,990,3229,3/1/14 4:49 PM
4530,1562,5387,4/5/15 3:22 AM
4531,2710,7741,7/31/15 8:43 PM
4532,240,9515,6/10/15 6:27 PM
4533,526,8759,10/3/15 2:20 PM
4534,3685,3757,8/29/14 5:30 PM
4535,2083,8675,11/26/14 1:17 AM
4536,1943,6336,7/7/15 4:02 AM
4537,4555,7397,12/6/15 6:14 PM
4538,3361,3482,8/17/15 2:01 PM
4539,624,4339,2/8/15 8:08 AM
4540,3137,9476,8/12/15 1:49 AM
4541,180,2284,2/9/14 2:45 PM
4542,810,9705,12/27/15 10:59 PM
4543,4728,6818,11/22/14 2:12 PM
4544,4921,534,12/20/14 10:45 PM
4545,467,3114,8/28/14 7:44 AM
4546,2060,4294,5/29/15 10:01 AM
4547,461,1480,10/9/14 7:45 AM
4548,1836,9740,6/30/14 8:54 PM
4549,3255,4251,8/20/15 10:36 AM
4550,4552,488,8/14/14 7:59 PM
4551,4823,5020,9/24/15 4:44 PM
4552,1040,5025,8/19/15 11:36 PM
4553,2752,9517,10/24/15 6:31 AM
4554,1330,5326,10/30/15 2:49 PM
4555,2762,8359,3/18/15 3:02 PM
4556,2693,5080,10/16/15 2:50 PM
4557,3160,492,8/9/15 12:21 PM
4558,2381,7746,8/30/15 2:15 AM
4559,4765,9128,8/11/15 10:14 PM
4560,73,3907,4/26/14 8:04 PM
4561,57,1723,2/25/14 7:53 PM
4562,211,7495,2/18/15 11:15 AM
4563,2377,4853,10/24/15 1:48 PM
4564,3885,2748,12/22/15 6:32 AM
4565,3040,4958,3/27/14 1:46 AM
4566,2199,5836,7/9/14 5:22 PM
4567,2885,2021,2/6/15 12:53 AM
4568,2725,9710,4/1/15 2:53 AM
4569,1997,1352,4/27/14 3:35 AM
4570,4940,1041,9/12/14 11:04 AM
4571,547,4285,10/4/15 11:03 AM
4572,1433,693,9/26/14 1:37 PM
4573,3635,8709,2/7/15 5:22 AM
4574,4053,66,3/13/14 1:42 PM
4575,2634,4703,5/7/15 7:03 PM
4576,566,3463,11/6/14 12:16 PM
4577,460,6337,9/8/14 1:50 AM
4578,3840,4739,10/15/14 9:02 PM
4579,1000,6285,2/2/15 8:07 PM
4580,4844,4322,9/5/14 10:11 PM
4581,3743,4568,3/16/15 12:54 PM
4582,2776,9571,2/6/14 4:49 AM
4583,4775,4166,8/27/14 1:20 PM
4584,3656,1588,1/18/15 9:58 PM
4585,3056,2555,2/10/14 5:56 AM
4586,3956,1217,9/18/14 1:47 PM
4587,1610,1047,10/25/14 9:59 AM
4588,4038,8162,9/9/14 3:19 PM
4589,4772,295,11/7/15 1:01 PM
4590,1797,8040,5/26/14 11:25 PM
4591,1175,567,6/16/15 8:58 PM
4592,2091,428,2/4/14 3:37 AM
4593,1624,9474,5/8/14 4:58 PM
4594,1033,5425,9/15/14 1:40 AM
4595,1183,9727,9/1/14 12:29 AM
4596,334,6284,12/10/14 4:57 AM
4597,3926,4378,12/25/14 2:08 PM
4598,3213,5231,10/20/14 2:26 PM
4599,4717,8393,8/11/14 3:58 PM
4600,3360,6928,2/26/15 4:20 AM
4601,2734,7375,8/16/14 11:47 AM
4602,4195,2501,9/23/15 6:38 AM
4603,1579,2441,2/25/15 8:26 PM
4604,388,8081,7/25/15 7:31 AM
4605,4301,3947,9/8/14 6:29 AM
4606,3179,4644,3/10/15 10:59 PM
4607,3549,6957,10/1/15 4:10 AM
4608,1503,3389,5/11/15 3:31 AM
4609,3509,2170,5/9/15 7:44 PM
4610,2353,2744,9/16/14 9:52 PM
4611,319,4861,12/12/15 12:11 AM
4612,3970,8981,8/7/15 6:26 AM
4613,3785,669,6/10/14 5:19 PM
4614,1904,2012,11/16/14 12:46 PM
4615,956,2703,9/8/14 12:49 PM
4616,1375,1786,5/28/15 4:19 AM
4617,2457,2137,6/7/14 5:45 PM
4618,4975,8628,4/2/15 8:02 PM
4619,4589,7364,1/4/15 2:46 PM
4620,4827,560,1/28/15 8:44 PM
4621,2779,9169,4/27/15 1:40 AM
4622,3925,9801,11/26/14 7:25 AM
4623,1797,9916,7/19/14 3:12 AM
4624,1987,6818,6/13/14 10:36 PM
4625,1870,3576,6/30/14 3:44 PM
4626,3077,2832,3/6/14 2:08 PM
4627,4834,3233,11/17/15 1:58 AM
4628,1748,5975,6/17/14 7:24 PM
4629,2967,340,2/6/15 7:29 PM
4630,2497,5583,12/13/15 7:33 AM
4631,587,6445,8/14/15 6:54 PM
4632,1991,9218,1/27/15 12:36 PM
4633,3371,5150,2/16/14 4:48 PM
4634,2216,3975,10/28/14 12:16 PM
4635,3929,3521,4/12/14 2:23 AM
4636,3641,7872,11/17/15 5:56 AM
4637,3487,2433,12/14/15 4:39 AM
4638,3693,7686,2/24/14 7:24 PM
4639,558,903,8/11/14 6:54 AM
4640,2742,8577,4/8/14 12:52 AM
4641,1452,7107,9/25/14 11:36 PM
4642,1270,195,3/8/15 11:58 PM
4643,1441,420,3/7/15 7:35 PM
4644,469,4567,9/20/14 9:05 PM
4645,3854,9372,2/21/15 10:13 AM
4646,2882,1929,4/13/15 5:40 PM
4647,2035,6969,7/12/14 5:01 PM
4648,2792,4486,4/5/15 7:40 AM
4649,3745,8328,12/24/14 7:32 PM
4650,2213,1292,1/28/15 4:07 AM
4651,979,3879,7/2/15 4:00 AM
4652,3854,9095,2/10/14 3:07 PM
4653,1944,5520,10/31/15 7:43 AM
4654,4415,1920,5/21/14 7:56 AM
4655,473,2673,9/6/14 7:34 PM
4656,897,7673,3/19/15 1:59 PM
4657,2700,184,5/22/14 2:13 AM
4658,3612,4725,9/24/15 10:41 AM
4659,3945,4928,8/20/15 5:09 PM
4660,2681,7737,12/9/14 10:33 AM
4661,4455,9057,10/2/14 5:59 PM
4662,4469,5433,7/13/15 8:15 PM
4663,4789,8067,5/16/14 6:41 AM
4664,4983,5792,12/8/14 2:39 PM
4665,3227,6280,6/10/14 10:43 AM
4666,1538,8662,7/13/14 10:14 PM
4667,1410,8762,8/18/15 5:38 AM
4668,3887,8630,1/19/15 6:20 PM
4669,3344,2665,5/3/14 7:13 AM
4670,3200,6005,2/23/14 9:44 AM
4671,2394,4257,7/22/14 1:09 PM
4672,1871,3668,3/6/15 7:33 PM
4673,3335,6483,5/10/15 1:14 AM
4674,1709,1033,10/17/15 9:57 PM
4675,2987,2397,12/18/14 9:34 AM
4676,2540,7381,9/8/14 6:01 AM
4677,3291,5320,3/21/14 2:27 AM
4678,3731,930,9/23/15 5:24 PM
4679,12,1029,10/18/15 10:21 AM
4680,3380,2360,4/22/15 1:17 AM
4681,2916,2553,10/19/14 9:36 PM
4682,2878,1174,4/15/14 10:25 AM
4683,888,7643,8/9/15 4:42 AM
4684,1900,2161,4/8/15 5:14 AM
4685,2565,6574,5/7/14 7:16 AM
4686,4870,9447,9/27/14 2:47 PM
4687,4857,9973,11/4/14 10:52 PM
4688,4225,3183,10/9/14 2:00 PM
4689,3636,1660,2/12/14 8:00 PM
4690,3212,296,3/12/15 6:48 PM
4691,1897,3996,5/8/14 2:02 PM
4692,1736,1238,11/5/14 4:11 AM
4693,2059,1993,9/29/15 5:48 AM
4694,4761,8282,8/13/15 4:56 AM
4695,363,4039,8/27/15 4:21 AM
4696,672,5495,5/16/14 11:09 PM
4697,1189,8859,8/11/14 2:37 PM
4698,3848,5944,9/13/15 12:13 AM
4699,2680,4240,2/7/15 12:07 AM
4700,4172,4377,9/6/15 11:26 AM
4701,808,7739,10/5/15 6:23 PM
4702,1801,6136,2/8/15 11:33 PM
4703,3347,6405,1/6/15 2:47 AM
4704,4542,3876,12/5/14 8:43 AM
4705,3218,9345,12/25/15 3:11 AM
4706,3100,5578,9/4/14 8:52 AM
4707,2518,2881,12/9/15 3:28 AM
4708,3006,8520,7/7/15 12:54 PM
4709,1827,5205,7/9/14 3:33 PM
4710,1912,5308,6/29/15 12:28 PM
4711,602,6634,4/12/14 3:35 AM
4712,3722,7362,9/22/14 5:16 PM
4713,1737,3558,4/30/15 2:58 AM
4714,4042,1204,3/10/15 3:26 AM
4715,785,1373,10/16/14 4:34 AM
4716,2648,2773,3/13/15 9:12 AM
4717,2225,6687,6/14/14 4:33 AM
4718,3817,2334,4/20/14 12:18 PM
4719,158,1885,6/4/14 12:25 AM
4720,767,5611,8/24/14 3:50 AM
4721,667,1370,8/4/14 3:35 AM
4722,4604,7582,11/2/15 12:31 PM
4723,3601,2083,1/20/15 12:31 PM
4724,4076,219,11/3/14 9:53 PM
4725,345,1622,7/4/14 8:34 AM
4726,1818,166,9/21/15 6:27 PM
4727,908,5194,5/25/14 2:25 AM
4728,3900,3768,3/23/14 4:14 AM
4729,2538,122,6/22/15 10:44 PM
4730,3870,6237,9/5/15 9:20 PM
4731,1339,6025,7/14/14 4:36 PM
4732,531,9045,11/30/14 7:23 PM
4733,2472,5441,3/6/15 11:26 PM
4734,3620,7344,2/7/15 5:49 PM
4735,4596,7004,3/16/14 10:56 PM
4736,3263,2417,12/3/14 10:13 PM
4737,4083,2941,2/23/14 10:49 PM
4738,1511,8704,10/24/14 5:50 PM
4739,3378,277,11/29/15 8:40 PM
4740,2551,2841,10/7/15 1:56 PM
4741,4471,610,1/6/15 1:58 PM
4742,3398,3279,5/21/15 2:17 AM
4743,4992,4084,7/15/14 11:29 PM
4744,4677,564,4/1/14 3:11 AM
4745,3057,234,10/10/15 2:03 PM
4746,3602,6166,7/12/15 8:17 PM
4747,3665,527,8/2/15 4:17 PM
4748,1276,1672,2/15/15 5:36 PM
4749,1812,6224,3/7/15 8:49 AM
4750,4510,7510,4/3/14 5:20 AM
4751,978,1104,11/26/14 1:35 PM
4752,4318,5626,3/18/14 2:47 AM
4753,3853,4295,5/28/14 5:02 AM
4754,1793,1546,6/2/14 5:51 PM
4755,369,7295,12/22/14 7:54 AM
4756,1646,4214,3/6/14 12:50 AM
4757,3689,6213,2/16/14 5:52 AM
4758,170,8585,3/12/15 11:12 AM
4759,4960,7290,4/5/14 11:40 PM
4760,117,2878,9/2/15 5:29 AM
4761,395,1411,2/10/15 2:08 PM
4762,596,36,9/19/14 8:54 AM
4763,3711,4668,6/30/15 2:50 PM
4764,2829,3031,6/26/15 1:11 AM
4765,3500,4467,12/14/15 4:17 AM
4766,605,1764,4/4/14 8:24 PM
4767,2285,2374,6/30/15 1:56 AM
4768,3148,3375,2/11/15 1:25 PM
4769,1938,1887,2/2/14 9:02 AM
4770,1896,7735,9/1/15 3:49 AM
4771,3477,5719,7/8/14 12:03 AM
4772,2217,1467,3/8/14 4:17 PM
4773,2602,521,6/12/14 8:33 PM
4774,3054,6571,2/3/15 6:00 AM
4775,544,8281,5/29/14 7:43 AM
4776,3950,5670,8/27/14 9:07 AM
4777,229,4092,9/10/14 8:51 PM
4778,627,5123,1/11/15 8:49 PM
4779,592,8927,11/3/14 8:49 PM
4780,596,9038,12/1/15 6:59 AM
4781,3593,1241,4/28/14 2:02 AM
4782,1599,6016,3/31/15 4:18 AM
4783,2420,58,12/8/14 5:43 PM
4784,591,8444,3/27/14 9:21 AM
4785,3716,7689,10/31/15 11:29 AM
4786,2446,5735,3/19/15 5:57 PM
4787,4973,5703,6/16/15 2:04 PM
4788,95,2977,5/14/14 4:25 AM
4789,278,2296,1/9/15 6:45 PM
4790,3643,9688,10/9/14 3:00 AM
4791,2365,8852,9/7/15 8:52 PM
4792,3402,8253,8/20/15 3:20 PM
4793,3010,3553,8/20/14 12:29 PM
4794,4271,5062,3/19/15 6:10 AM
4795,3110,7589,4/25/15 3:55 PM
4796,1190,5334,2/19/14 7:43 PM
4797,2081,8224,12/16/15 7:49 PM
4798,3071,7243,1/6/15 3:10 AM
4799,1342,903,11/13/15 7:05 PM
4800,3748,431,12/21/15 8:52 AM
4801,4553,1813,9/15/15 2:41 PM
4802,3973,4806,8/21/14 9:50 PM
4803,4824,372,5/6/15 2:34 AM
4804,931,1011,2/24/14 3:31 AM
4805,3673,9660,10/13/15 2:15 PM
4806,1969,1108,1/18/15 9:11 AM
4807,3419,109,7/13/14 9:16 AM
4808,687,223,11/15/14 12:10 AM
4809,2713,9298,8/10/15 4:15 PM
4810,3144,1644,5/24/14 3:55 PM
4811,3046,8886,3/18/15 1:53 PM
4812,1355,8660,3/12/15 7:34 AM
4813,461,163,12/11/14 9:41 PM
4814,959,204,6/20/15 6:26 PM
4815,412,2983,12/11/15 11:50 PM
4816,1655,1884,6/6/14 4:13 AM
4817,984,9992,11/2/14 9:30 PM
4818,2540,3790,1/2/15 10:00 PM
4819,856,456,4/4/15 1:55 AM
4820,1972,4531,6/12/15 3:28 AM
4821,1226,2811,12/9/15 6:40 AM
4822,3159,3155,8/2/14 7:55 AM
4823,3625,9107,3/23/14 12:28 PM
4824,3685,616,4/20/15 7:06 AM
4825,1684,1395,4/25/14 9:30 PM
4826,4806,9246,9/15/15 2:21 AM
4827,683,3032,10/29/14 6:07 PM
4828,1009,7104,9/30/14 4:41 PM
4829,3865,6195,1/12/15 5:13 PM
4830,4247,3900,12/22/14 2:12 AM
4831,4251,5397,1/20/15 3:48 PM
4832,3137,9505,2/23/15 5:41 AM
4833,712,1073,11/19/15 2:09 AM
4834,2922,9561,3/22/14 10:13 AM
4835,3789,3622,7/21/15 4:15 PM
4836,1407,6441,3/14/14 7:21 AM
4837,3100,3965,4/20/14 2:57 AM
4838,4289,8419,3/18/14 11:08 AM
4839,3034,8097,10/25/15 9:10 PM
4840,4935,1875,9/28/15 7:53 PM
4841,830,9339,3/30/15 3:46 AM
4842,4417,5170,8/29/15 9:35 AM
4843,1410,8045,1/28/15 9:52 AM
4844,3900,4535,3/26/14 5:43 AM
4845,433,1396,9/1/14 5:02 AM
4846,1893,1450,11/3/15 10:27 PM
4847,460,8365,11/7/14 8:14 PM
4848,1021,1241,3/22/15 8:25 AM
4849,1771,7267,10/5/15 9:42 PM
4850,1343,4122,12/7/15 8:22 PM
4851,1270,9938,12/28/14 12:45 AM
4852,3625,9183,1/23/15 10:44 PM
4853,3750,6599,6/13/14 5:53 PM
4854,2337,6997,2/8/14 6:20 AM
4855,2943,9687,2/5/14 1:19 AM
4856,3096,3883,9/7/15 9:47 PM
4857,2225,6793,7/6/15 10:13 AM
4858,1186,1310,8/21/14 5:07 PM
4859,3944,3125,6/18/14 2:42 PM
4860,3476,1550,5/16/15 4:51 AM
4861,4057,5881,2/6/14 12:36 AM
4862,4204,4233,7/14/15 5:06 PM
4863,4732,2772,10/19/15 3:18 AM
4864,3120,4716,10/15/14 8:18 AM
4865,711,1071,8/25/15 1:12 PM
4866,1644,8469,11/8/15 11:50 PM
4867,3054,8853,5/24/14 5:46 AM
4868,3764,5455,8/22/14 9:31 PM
4869,3965,5831,5/8/14 12:34 PM
4870,348,2660,11/3/14 9:38 AM
4871,1480,6440,7/28/14 8:58 PM
4872,4054,4490,6/4/15 6:20 PM
4873,1461,9490,12/2/14 7:19 AM
4874,4413,2158,10/31/15 3:41 PM
4875,4650,7793,6/22/15 12:40 PM
4876,3595,8506,5/7/14 6:05 PM
4877,4636,1708,8/7/14 9:37 AM
4878,4297,6503,8/1/14 9:26 PM
4879,1739,8549,6/28/15 1:37 PM
4880,1335,4728,11/17/14 9:50 AM
4881,3982,648,12/5/15 10:41 PM
4882,1837,815,1/23/15 1:05 AM
4883,408,4747,12/12/15 11:15 PM
4884,2351,7324,8/10/15 1:08 PM
4885,212,9981,1/30/15 9:28 PM
4886,3229,316,8/26/15 12:07 PM
4887,1707,2760,8/2/14 8:30 AM
4888,2789,1714,3/18/15 10:36 PM
4889,2402,7313,7/13/14 2:11 AM
4890,2972,7696,7/18/15 5:57 PM
4891,2152,4259,8/20/14 1:42 PM
4892,85,6938,3/24/14 12:43 PM
4893,1694,1949,12/23/14 10:12 AM
4894,2728,9405,9/11/14 11:12 AM
4895,2049,4280,8/16/15 6:47 AM
4896,488,3609,6/27/15 9:02 AM
4897,2552,3788,3/22/15 12:36 AM
4898,3665,9732,10/28/15 4:15 AM
4899,1969,878,12/18/14 5:39 AM
4900,3032,1721,4/6/15 9:05 PM
4901,420,8041,3/12/14 10:51 PM
4902,3063,7117,10/3/15 4:54 AM
4903,1543,3688,12/31/15 12:06 PM
4904,3536,7838,5/8/14 10:27 PM
4905,3855,4895,5/2/14 12:57 AM
4906,3586,6158,4/7/15 12:19 AM
4907,428,880,10/21/15 3:31 AM
4908,1999,6043,6/4/15 7:58 PM
4909,3512,9961,10/28/15 8:58 PM
4910,1317,5907,10/4/14 1:44 AM
4911,1448,8195,2/12/15 2:09 AM
4912,1336,5573,10/25/14 4:16 AM
4913,2891,5992,1/26/15 1:28 AM
4914,4772,7789,3/20/14 6:40 PM
4915,1820,9482,4/23/14 8:11 PM
4916,3515,5818,4/2/14 12:54 AM
4917,1775,8797,3/9/14 10:43 PM
4918,2857,3576,7/22/14 9:22 PM
4919,3886,5233,8/12/15 6:58 PM
4920,3871,2915,1/23/15 3:24 AM
4921,1827,5123,10/13/15 12:38 PM
4922,2018,3271,8/19/14 5:48 PM
4923,1770,877,11/13/15 9:28 PM
4924,2699,3434,1/30/15 3:08 AM
4925,62,1444,6/15/15 2:04 AM
4926,1915,5844,4/22/14 2:01 PM
4927,1718,9562,11/8/14 6:20 AM
4928,1342,2965,5/21/14 6:37 AM
4929,4019,2686,1/16/15 1:53 PM
4930,3821,8415,5/28/14 3:29 AM
4931,3160,2400,6/14/14 11:07 PM
4932,270,5544,2/27/15 7:02 AM
4933,4692,7049,10/12/15 4:32 AM
4934,1268,6608,12/6/14 2:05 PM
4935,2508,4723,8/25/15 2:16 AM
4936,700,3460,5/18/15 12:21 PM
4937,2045,9613,8/7/14 10:57 PM
4938,2741,7221,10/12/14 8:57 PM
4939,4321,9854,2/4/14 1:30 AM
4940,2162,4358,3/12/15 10:40 AM
4941,1922,8861,5/28/14 10:06 AM
4942,2668,7490,9/28/14 7:57 AM
4943,809,1144,6/24/15 10:42 PM
4944,2976,4909,10/29/14 7:09 PM
4945,4764,2622,10/29/15 4:49 PM
4946,850,201,6/28/15 11:09 AM
4947,2747,3070,5/12/14 9:14 PM
4948,149,5446,8/2/15 2:49 AM
4949,1342,3385,2/26/14 9:12 PM
4950,4388,9265,6/27/15 3:48 AM
4951,2578,7134,10/5/15 12:29 AM
4952,1782,7835,6/19/14 4:20 AM
4953,1851,508,6/9/14 11:59 AM
4954,2658,5090,5/9/15 2:43 PM
4955,3856,3196,4/29/14 8:18 PM
4956,1296,9401,2/4/15 8:38 PM
4957,4034,3965,7/15/14 12:56 PM
4958,2199,6082,4/25/14 5:02 PM
4959,1138,846,4/24/15 1:39 AM
4960,3633,7976,1/27/15 10:40 PM
4961,3193,5037,10/14/15 3:40 PM
4962,4720,5945,2/19/14 7:25 AM
4963,4311,6097,12/21/15 2:12 AM
4964,3647,4786,8/7/15 11:38 AM
4965,3762,247,5/19/14 3:25 AM
4966,717,6340,5/12/14 5:14 AM
4967,3371,4718,8/20/15 1:56 PM
4968,456,331,9/10/15 11:22 PM
4969,2480,372,2/6/15 6:08 PM
4970,3516,7884,3/19/14 12:04 PM
4971,1707,1827,3/18/15 1:53 AM
4972,617,1314,12/21/15 5:27 PM
4973,3016,1589,5/11/15 6:22 PM
4974,1979,3597,2/12/15 12:17 PM
4975,374,3003,11/5/15 2:52 PM
4976,2175,3198,5/25/14 5:35 PM
4977,1635,3656,8/12/15 12:26 AM
4978,2369,9951,4/15/15 3:02 AM
4979,3626,8518,8/15/14 7:07 PM
4980,2822,4949,9/17/15 9:04 PM
4981,491,4040,2/26/15 5:11 PM
4982,2888,8515,4/13/15 6:35 PM
4983,3186,8813,4/24/14 7:16 PM
4984,4351,3217,3/2/15 2:49 PM
4985,4144,3461,2/22/14 1:08 AM
4986,2796,1205,11/8/14 10:02 PM
4987,3876,4165,5/13/14 7:05 AM
4988,2571,1095,4/28/15 6:09 AM
4989,248,1479,2/13/14 9:31 PM
4990,2153,243,12/10/14 11:20 PM
4991,1149,5083,12/25/14 12:50 PM
4992,3237,7729,1/7/15 5:13 AM
4993,2758,2888,4/22/14 5:20 PM
4994,4685,1221,4/20/14 10:53 PM
4995,4337,8072,3/9/15 12:57 AM
4996,3195,2712,7/21/15 9:53 AM
4997,2011,4664,10/16/15 2:32 PM
4998,3746,8119,11/15/15 9:15 AM
4999,3716,8411,3/21/15 5:51 PM
5000,426,4348,5/25/14 8:32 AM
5001,2194,8592,6/3/14 5:33 AM
5002,273,9555,2/2/14 12:43 PM
5003,1624,4863,10/29/15 12:11 AM
5004,3053,9789,8/1/14 1:53 AM
5005,788,1060,1/14/15 8:04 PM
